Отчет о ключевых словах в поисковой сети
22 июня 2025 г. - 28 июля 2025 г.
Статус ключевых слов,Ключевое слово,Тип соответствия,Кампания,Группа объявлений,Статус,Причины статуса,Конечный URL,Kлики,Показы,CTR,Код валюты,Ср. цена за клик,Расходы,Коэфф. конверсии,Ценность конв.,Ценн. конв./стоим.,Конверсии,Стоимость/конв.
Включено,петг пластик,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,3,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,monofilament,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,19,225,"8,44%",UAH,"5,40","102,69","168,42%","1 336,85","13,02","32,00","3,21"
Включено,"""fiberlogy petg""",Фразовое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,2,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,petg украина,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,1,1,"100,00%",UAH,"7,41","7,41","100,00%","41,85","5,65","1,00","7,41"
Включено,"""3dplast petg""",Фразовое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,30,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,зеленый petg,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,3д печать купить,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,petg пластик для 3d печати,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,petg оптом,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,3д печать цена,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""monofilament petg""",Фразовое соответствие,PETG-RU,PETG-RU-General,Допущено,,,1,9,"11,11%",UAH,"3,46","3,46","0,00%","0,00","0,00","0,00","0,00"
Включено,материал для 3д печати,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,20,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,monofilament petg,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,1,5,"20,00%",UAH,"12,47","12,47","100,00%","41,65","3,34","1,00","12,47"
Включено,3д пластик купить,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,20,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,petg пластик 1.75,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,13,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,филамент для 3d принтера,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,9,159,"5,66%",UAH,"5,75","51,79","222,22%","836,00","16,14","20,00","2,59"
Включено,3 д принт,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,11,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,3d печать пластик,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,петг купить,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,купить филамент для 3д принтера,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,черный petg,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,plexiwire petg,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,3d печать купить,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,sunlu,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,6,107,"5,61%",UAH,"4,57","27,42","100,00%","250,69","9,14","6,00","4,57"
Включено,sunlu filament,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,5,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""plexiwire petg""",Фразовое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,5,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,пластик для 3д принтера petg,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,4,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,petg пластик,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,5,114,"4,39%",UAH,"7,14","35,69","100,00%","208,79","5,85","5,00","7,14"
Включено,[petg филамент],Точное соответствие,PETG-RU,PETG-RU-General,Допущено,,,2,13,"15,38%",UAH,"12,18","24,36","100,00%","83,71","3,44","2,00","12,18"
Включено,пруток для 3d принтера,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,petg для creality,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,bambu lab філамент,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""аса пластик""",Фразовое соответствие,ASA-UA,ASA-UA-General,Допущено,,,0,3,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,filament org ua,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,3,39,"7,69%",UAH,"6,32","18,95","133,33%","167,10","8,82","4,00","4,74"
Включено,asa пластик,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,asa filament,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,2,6,"33,33%",UAH,"4,49","8,97","850,00%","2 088,27","232,81","17,00","0,53"
Включено,[techfil],Точное соответствие,ASA-UA,ASA-UA-General,Допущено,,,8,10,"80,00%",UAH,"1,18","9,40","1154,17%","6 507,80","692,32","92,33","0,10"
Включено,пластик для 3д принтера,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,7,150,"4,67%",UAH,"5,96","41,75","185,71%","543,42","13,02","13,00","3,21"
Включено,філамент для 3d принтера,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,2,40,"5,00%",UAH,"10,71","21,41","100,00%","83,84","3,92","2,00","10,71"
Включено,купити asa,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,polymaker asa,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,0,3,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,sunlu,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,12,144,"8,33%",UAH,"7,66","91,90","208,33%","1 044,50","11,37","25,00","3,68"
Включено,[asa 1.75],Точное соответствие,ASA-UA,ASA-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""fiberlogy asa""",Фразовое соответствие,ASA-UA,ASA-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,asa для 3d-принтера,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,0,5,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,філамент купити,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,6,65,"9,23%",UAH,"7,31","43,86","333,33%","836,13","19,06","20,00","2,19"
Включено,asa филамент,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,0,2,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,[asa філамент],Точное соответствие,ASA-UA,ASA-UA-General,Допущено,,,3,23,"13,04%",UAH,"3,52","10,56","533,33%","668,34","63,28","16,00","0,66"
Включено,fiberlogy,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,1,9,"11,11%",UAH,"4,90","4,90","300,00%","125,34","25,58","3,00","1,63"
Включено,esun asa,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,0,8,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""polymaker asa""",Фразовое соответствие,ASA-UA,ASA-UA-General,Допущено,,,0,3,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,3dplast ua,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,8,224,"3,57%",UAH,"8,06","64,51","250,00%","835,40","12,95","20,00","3,23"
Включено,filament sunlu,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,4,45,"8,89%",UAH,"13,29","53,15","225,00%","377,07","7,09","9,00","5,91"
Включено,пластик asa,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,3,27,"11,11%",UAH,"5,74","17,21","300,00%","375,92","21,84","9,00","1,91"
Включено,аса пластик,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,asa for outdoor use,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,asa філамент,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,2,18,"11,11%",UAH,"5,68","11,35","500,00%","417,93","36,82","10,00","1,14"
Включено,asa 1.75,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,0,27,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""esun asa""",Фразовое соответствие,ASA-UA,ASA-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""asa пластик""",Фразовое соответствие,ASA-UA,ASA-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,пластик для 3d-принтера asa,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,2,15,"13,33%",UAH,"20,95","41,90","250,00%","207,87","4,96","5,00","8,38"
Включено,"""asa 1.75""",Фразовое соответствие,ASA-UA,ASA-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,філамент львів,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,0,4,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""asa філамент""",Фразовое соответствие,ASA-UA,ASA-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,[asa пластик],Точное соответствие,ASA-UA,ASA-UA-General,Допущено,,,7,56,"12,50%",UAH,"6,30","44,07","300,00%","1 458,69","33,10","21,00","2,10"
Включено,fiberlogy asa,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,1,5,"20,00%",UAH,"20,16","20,16","500,00%","208,23","10,33","5,00","4,03"
Включено,polymaker,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,0,25,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,asa пластик для 3d-принтера,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,0,2,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,купити філамент для 3d принтера,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,1,47,"2,13%",UAH,"8,82","8,82","500,00%","209,23","23,72","5,00","1,76"
Включено,пластик для 3d друку,Широкое соответствие,ASA-UA,ASA-UA-General,Допущено,,,2,35,"5,71%",UAH,"5,61","11,21","150,00%","125,25","11,17","3,00","3,74"
Включено,купить филамент для 3d принтера,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,45,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,asa купить,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,аса пластик,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,5,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""fiberlogy asa""",Фразовое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,filament 1.75,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,2,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""polymaker asa""",Фразовое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,3,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,filament,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,9,160,"5,63%",UAH,"5,38","48,40","583,50%","2 196,15","45,38","52,51","0,92"
Включено,asa филамент,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,10,57,"17,54%",UAH,"5,22","52,22","360,00%","3 814,86","73,05","36,00","1,45"
Включено,asa пластик,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,1,12,"8,33%",UAH,"6,58","6,58","100,00%","41,81","6,35","1,00","6,58"
Включено,пластик для 3d печати,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,4,137,"2,92%",UAH,"5,96","23,85","125,00%","208,91","8,76","5,00","4,77"
Включено,филамент для 3d принтера,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,13,331,"3,93%",UAH,"7,77","100,95","384,62%","2 091,36","20,72","50,00","2,02"
Включено,высокотемпературный пластик для 3д принтера,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,esun asa,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,2,39,"5,13%",UAH,"6,53","13,06","450,00%","375,97","28,79","9,00","1,45"
Включено,"""пластик для 3d печати""",Фразовое соответствие,ASA-RU,ASA-RU-General,Допущено,,,12,249,"4,82%",UAH,"13,30","159,58","308,33%","1 545,62","9,69","37,00","4,31"
Включено,аса купить,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,купить asa,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,asa пластик купить,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,4,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,asa пластик характеристики,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,esun dark blue,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,купить asa пластик для 3d-принтера,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,asa цена,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,1,3,"33,33%",UAH,"3,76","3,76","100,00%","41,85","11,12","1,00","3,76"
Включено,polymaker asa,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""купить аса""",Фразовое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,атмосферостойкий пластик,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,[asa 1.75],Точное соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,леска для 3д принтера,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,8,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,[techfil],Точное соответствие,ASA-RU,ASA-RU-General,Допущено,,,3,4,"75,00%",UAH,"0,48","1,44","1166,67%","1 462,10","1 015,35","35,00","0,04"
Включено,filament sunlu,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,3,59,"5,08%",UAH,"6,71","20,13","233,33%","292,47","14,53","7,00","2,88"
Включено,asa for outdoor use,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,пластик стойкий к ультрафиолету,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,абс пластик,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,4,95,"4,21%",UAH,"14,94","59,78","500,00%","835,22","13,97","20,00","2,99"
Включено,купить аса,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,3д пласт,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,5,148,"3,38%",UAH,"5,17","25,86","320,00%","668,83","25,86","16,00","1,62"
Включено,аса филамент,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,fiberlogy asa,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,2,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,asa пластик для 3d принтера купить,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,sunlu,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,13,194,"6,70%",UAH,"6,47","84,15","250,00%","1 357,35","16,13","32,50","2,59"
Включено,abs+ пластик,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,2,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""esun asa""",Фразовое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,пластик для 3д принтера,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,15,287,"5,23%",UAH,"4,93","73,92","206,67%","1 295,19","17,52","31,00","2,38"
Включено,asa для 3d принтера,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,пластик для 3д принтера asa,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,3,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,asa пластик печать,Широкое соответствие,ASA-RU,ASA-RU-General,Не допущено,редко показывается,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,asa creality,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,asa пластик для 3d печати,Широкое соответствие,ASA-RU,ASA-RU-General,Не допущено,редко показывается,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,3d printing filament sunlu,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""asa 1.75""",Фразовое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,филамент asa,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,1,22,"4,55%",UAH,"4,14","4,14","150,00%","62,58","15,12","1,50","2,76"
Включено,asa 1.75,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,4,15,"26,67%",UAH,"6,84","27,34","450,00%","751,85","27,50","18,00","1,52"
Включено,asa пластик для 3д принтера,Широкое соответствие,ASA-RU,ASA-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""plexiwire abs""",Фразовое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,пластик для 3d принтера abs,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs оптом,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,ударостійкий пластик,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,пластик sunlu,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,4,20,"20,00%",UAH,"5,85","23,41","50,00%","83,54","3,57","2,00","11,71"
Включено,купити abs пластик,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs+ esun,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""abs 1.75""",Фразовое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""abs для 3д принтера""",Фразовое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,2,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""купити abs""",Фразовое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""купити abs пластик""",Фразовое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,пластик для 3d-принтера abs,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,купити абс пластик,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,філамент для 3d принтера,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,1,49,"2,04%",UAH,"16,77","16,77","300,00%","125,29","7,47","3,00","5,59"
Включено,esun abs+,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""abs пластик""",Фразовое соответствие,ABS-UA,ABS-UA-General,Допущено,,,6,82,"7,32%",UAH,"5,58","33,50","183,33%","460,51","13,75","11,00","3,05"
Включено,купити філамент для 3d принтера,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs esun,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,3,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""abs філамент""",Фразовое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,2,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,[abs пластик купити],Точное соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,6,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs для авто,Широкое соответствие,ABS-UA,ABS-UA-General,Не допущено,редко показывается,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs 1кг,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""esun abs""",Фразовое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,3,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,купити абс,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs купити,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs для 3d принтера,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,[abs пластик],Точное соответствие,ABS-UA,ABS-UA-General,Допущено,,,2,60,"3,33%",UAH,"4,04","8,08","100,00%","83,75","10,37","2,00","4,04"
Включено,abs ціна,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,esun abs,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""abs пластик купити""",Фразовое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,[abs філамент],Точное соответствие,ABS-UA,ABS-UA-General,Допущено,,,1,6,"16,67%",UAH,"6,32","6,32","200,00%","83,87","13,27","2,00","3,16"
Включено,"""abs для 3d принтера""",Фразовое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,2,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs філамент,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""abs купити""",Фразовое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,пластик для 3d друку,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,4,94,"4,26%",UAH,"15,75","62,99","225,00%","376,62","5,98","9,00","7,00"
Включено,monofilament,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,12,192,"6,25%",UAH,"4,49","53,88","141,67%","710,53","13,19","17,00","3,17"
Включено,[abs купити],Точное соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,3,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,абс пластик купити,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,2,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
